0.9,16,12,13,16,19,19,18,15,14,14,14,25,17,14,13,14,14,19,18,19,15,14,23,15,18,16,18,13,15,19,19,15,20,16,13,13,17,17,24,17,13,19,23,15,18,18,28,14,15,18,22,15,17,16,17,16,21,14,22,18,17,17,13,20,15,18,14,23,17,14,16,16,15,15,18,13,17,18,16,16,14,17,15,18,16,18,19,15,19,17,20,20,21,18,13,16,16,14,17,16,
0.95,18,14,18,17,15,15,14,19,13,17,17,15,15,13,16,15,19,17,13,17,13,16,13,14,13,17,17,18,18,19,14,13,14,15,16,14,18,19,16,17,15,16,14,15,14,16,15,18,18,13,15,16,12,16,15,14,19,15,13,17,13,20,13,16,16,14,18,13,17,15,19,15,18,15,16,20,15,15,14,13,13,13,17,14,16,17,12,15,13,13,18,15,15,20,15,14,17,13,13,15,
1,15,17,14,12,16,16,13,18,12,12,17,16,16,14,13,15,14,21,14,21,17,20,14,18,16,13,13,11,17,14,15,13,14,12,17,15,12,16,17,12,16,16,16,18,15,17,15,14,18,16,13,15,13,12,12,15,14,15,17,20,19,17,13,20,15,17,17,15,15,19,14,16,23,17,14,12,19,12,14,15,26,13,15,16,11,13,13,13,13,15,14,15,14,19,15,17,12,13,11,15,
1.05,14,16,17,12,14,19,14,15,15,14,11,18,20,12,19,14,16,18,15,12,12,18,13,18,11,18,14,16,14,14,17,22,14,13,12,21,14,12,16,18,14,18,12,14,17,13,13,16,15,14,15,12,13,21,13,14,13,16,14,16,13,15,16,12,13,19,13,13,14,14,12,18,11,14,15,13,18,18,18,14,12,14,12,13,14,20,14,14,12,17,12,13,13,18,14,15,14,15,17,13,
1.1,12,11,16,14,16,13,18,13,13,16,16,17,15,12,12,13,11,10,15,16,13,11,13,12,15,15,12,12,15,18,13,14,12,11,13,13,13,13,13,16,13,11,13,11,13,15,12,12,13,15,12,12,15,15,19,16,12,16,13,12,14,13,12,13,12,16,15,16,12,19,16,17,12,15,23,10,15,13,14,12,14,12,12,15,22,15,14,14,17,13,11,16,14,15,13,15,16,14,11,15,
1.15,13,13,15,16,14,21,14,12,14,18,19,15,11,15,12,14,16,20,14,14,15,14,14,12,12,14,14,14,12,13,13,11,13,16,11,16,11,12,13,12,16,18,11,17,15,10,10,10,15,13,13,12,11,13,16,12,15,13,14,16,12,11,12,20,12,15,12,17,20,13,13,10,15,16,17,13,10,18,14,13,12,11,16,13,13,15,13,11,11,16,16,11,13,15,12,15,11,11,14,14,
1.2,11,11,17,13,14,14,14,12,14,14,13,13,12,10,15,10,11,13,13,15,13,17,11,14,14,11,11,15,13,11,11,16,14,12,12,12,12,12,10,11,12,15,16,15,12,15,13,10,14,14,19,10,13,11,11,12,13,12,11,14,10,14,12,17,15,11,12,11,18,11,10,14,15,14,12,11,12,13,11,15,14,13,12,10,13,14,14,14,12,12,12,14,12,14,17,15,11,13,13,13,
1.25,11,11,18,11,10,15,11,12,11,13,15,14,14,13,14,12,15,15,11,11,11,15,11,11,12,15,12,10,17,10,13,13,13,13,15,10,10,18,12,11,12,17,12,12,11,11,14,13,10,16,11,11,12,13,13,12,15,13,13,11,10,11,13,10,14,13,15,13,11,11,12,14,15,14,12,12,11,10,10,18,13,12,11,14,14,11,18,11,16,11,17,12,14,15,11,10,13,11,12,13,
1.3,12,10,15,13,11,13,16,12,13,15,11,10,9,15,10,11,14,15,13,10,13,12,11,10,12,15,10,13,15,11,12,9,10,13,10,11,12,13,12,11,13,11,11,14,10,11,15,11,12,12,11,11,10,11,12,12,11,11,10,12,12,13,13,11,17,14,13,11,12,11,11,13,15,16,13,10,13,10,14,12,10,13,13,11,10,10,9,13,10,14,10,12,12,18,12,12,13,11,9,14,
1.35,10,11,12,11,12,10,12,20,11,10,12,12,15,14,10,12,11,11,16,10,14,15,13,13,11,15,13,10,11,12,13,18,12,15,10,15,12,11,12,12,12,12,10,12,10,13,11,17,11,15,17,10,10,12,10,11,9,12,9,13,12,11,11,10,12,12,12,10,20,18,13,12,11,10,11,12,13,10,11,15,12,9,11,10,10,14,14,11,12,11,12,11,11,11,12,13,11,11,12,10,
1.4,9,13,10,14,14,11,9,14,11,10,15,9,12,10,10,11,10,10,12,13,12,10,12,9,10,13,10,11,13,11,10,14,18,11,11,11,9,9,14,9,13,10,10,10,12,11,9,11,12,12,10,10,13,13,12,10,11,9,11,13,14,11,14,10,10,13,10,14,11,13,15,11,11,10,10,12,10,13,11,16,13,13,16,14,12,17,11,10,11,9,14,11,10,11,10,9,12,11,15,12,
1.45,9,11,10,13,11,14,11,13,12,9,9,11,12,9,12,14,11,11,9,10,10,13,10,12,14,11,13,12,9,10,12,14,9,12,10,10,8,14,11,8,9,11,10,10,13,12,14,9,14,10,13,10,9,11,11,9,11,9,11,11,11,11,12,10,13,11,14,9,12,13,13,14,12,12,13,9,11,16,13,10,9,13,14,12,11,11,10,12,9,14,13,15,13,10,11,12,9,10,13,10,
1.5,13,10,11,10,12,9,10,9,8,11,14,11,10,13,12,10,10,11,11,13,11,12,11,10,12,11,10,10,12,11,9,8,8,11,10,11,10,11,14,12,12,12,10,12,11,12,9,11,12,10,10,11,11,14,11,13,8,11,10,12,12,9,12,10,12,9,12,12,12,12,10,9,12,11,10,10,11,10,9,12,9,10,11,13,9,9,10,10,11,10,12,15,9,10,9,12,10,11,11,12,
1.55,10,10,10,10,12,9,11,11,11,11,12,10,14,10,12,10,11,14,11,13,9,9,14,9,12,10,10,9,11,9,14,11,14,11,9,13,10,12,9,12,12,9,11,10,11,9,12,10,11,13,13,9,11,13,12,9,10,14,12,12,11,12,12,10,12,11,13,16,11,10,10,14,12,10,11,15,13,9,12,9,14,9,13,9,13,8,11,14,10,11,11,11,10,9,13,16,10,9,10,10,
1.6,10,9,11,9,9,11,9,14,11,8,8,10,10,12,9,9,11,11,10,11,11,11,9,13,10,10,10,10,9,11,12,11,9,11,12,11,11,12,12,9,11,10,11,12,11,9,11,12,9,11,10,8,9,12,12,11,9,9,11,16,13,12,11,11,12,9,10,10,9,11,8,12,10,10,10,9,10,13,8,10,9,9,10,12,11,12,8,11,10,12,12,8,14,12,12,12,9,12,12,9,
1.65,13,15,16,9,12,12,9,11,9,14,10,10,10,10,12,10,9,12,11,12,12,11,8,9,12,10,10,9,13,9,8,9,14,10,12,12,10,8,10,11,13,10,9,10,9,9,14,11,9,11,9,17,10,12,12,11,13,9,11,8,12,9,12,9,8,9,10,11,15,10,8,16,14,12,10,9,10,13,16,14,10,8,9,10,8,11,11,11,10,9,10,8,9,14,11,8,11,9,9,10,
1.7,10,9,11,11,8,10,9,9,12,12,14,10,9,10,11,10,9,13,8,9,10,12,14,9,9,10,8,9,10,10,9,11,11,10,11,10,8,14,12,11,9,9,8,9,9,11,14,10,9,10,9,8,13,12,15,9,10,9,10,9,16,9,11,8,10,11,12,10,12,9,11,10,8,14,11,9,10,9,9,11,11,11,10,10,12,12,14,8,11,13,10,11,11,12,13,9,8,12,13,10,
1.75,8,8,8,12,9,8,9,13,11,9,8,11,9,8,10,13,8,10,8,9,9,10,11,9,9,10,11,10,9,7,9,11,10,9,9,10,9,12,7,12,9,9,7,12,8,9,10,9,8,9,10,9,8,10,8,13,12,8,11,11,11,10,10,9,11,11,7,9,10,8,10,10,8,9,12,13,10,9,9,10,8,9,10,11,13,10,10,12,10,10,10,7,10,15,10,11,12,10,10,11,
1.8,10,9,9,10,10,11,11,11,9,8,8,13,9,8,9,11,9,8,12,12,10,9,12,10,8,9,10,13,12,10,10,8,12,8,10,10,7,10,9,10,9,13,11,11,11,9,10,8,8,13,13,8,8,9,8,9,10,10,8,7,9,8,9,9,11,10,11,8,12,8,9,10,9,11,8,9,9,10,9,11,9,8,9,10,11,8,9,9,9,9,12,11,10,11,9,11,13,10,13,9,
1.85,9,8,9,11,8,10,13,11,11,15,9,9,8,11,9,11,10,12,12,10,12,9,8,10,9,7,9,9,12,9,9,7,9,9,9,10,10,11,10,9,8,10,9,9,8,8,9,12,10,11,11,8,9,8,9,9,10,9,9,9,9,9,10,11,11,8,8,10,9,8,10,8,8,10,8,11,10,12,11,11,10,9,7,10,8,10,10,10,11,9,9,7,9,10,13,8,8,11,8,8,
1.9,10,10,8,9,8,9,9,11,12,8,9,8,7,11,9,8,10,11,10,12,9,8,9,9,7,7,8,8,8,8,9,9,9,8,9,11,9,7,12,8,10,9,10,7,12,11,9,10,10,8,10,8,11,13,9,7,9,8,8,8,8,9,11,8,12,11,13,9,10,8,9,11,8,9,8,13,11,8,7,9,8,8,9,10,7,13,8,8,9,12,8,8,9,7,9,10,10,8,9,14,
1.95,7,10,9,8,8,12,12,11,9,9,12,14,9,11,8,11,9,9,8,7,10,8,9,10,10,11,8,8,8,10,14,7,10,7,7,7,13,8,11,9,8,9,13,9,10,9,7,11,10,7,9,11,10,11,9,9,9,9,8,8,8,11,7,8,10,10,10,9,7,9,8,8,9,9,8,10,10,7,8,8,8,10,11,9,9,10,10,8,9,9,9,7,12,9,7,10,8,7,12,10,
2,9,8,9,10,9,11,9,9,9,9,9,10,12,8,8,8,7,20,7,11,7,8,9,8,9,11,9,10,8,13,9,7,11,6,11,8,9,9,8,11,8,7,9,8,13,8,10,12,9,11,10,12,7,7,11,9,8,11,8,9,13,8,10,12,8,10,7,10,12,12,13,9,11,9,8,10,10,9,10,14,8,11,10,11,9,8,9,10,10,14,9,9,12,8,12,16,9,9,13,10,
2.05,7,11,10,11,7,9,8,10,10,9,8,9,9,8,8,9,9,11,8,8,9,9,10,10,8,7,10,13,9,8,7,8,8,10,8,9,8,8,8,10,12,6,10,10,10,8,9,10,9,8,8,8,9,9,8,9,12,10,8,10,10,7,7,10,11,11,8,12,9,8,10,7,9,12,9,8,7,9,11,10,11,11,8,8,10,10,11,8,10,10,9,10,8,9,12,7,8,9,11,12,
2.1,10,8,7,11,15,9,12,7,9,8,7,7,8,8,7,8,10,10,8,9,8,9,8,9,10,8,10,11,9,9,10,6,8,8,7,8,8,9,7,11,7,8,10,10,8,8,10,8,10,9,9,9,11,10,8,10,10,10,7,9,10,7,9,8,9,10,10,7,8,9,10,12,8,9,10,7,10,9,10,8,10,14,11,10,8,8,9,7,13,8,9,8,7,7,11,8,7,9,8,9,
2.15,10,9,10,8,8,8,8,8,8,9,7,10,7,10,8,9,8,7,9,8,8,6,11,9,11,8,7,6,8,12,8,8,10,9,9,8,7,10,13,10,7,9,9,11,9,8,11,9,8,9,10,11,10,10,9,10,7,8,10,8,8,12,8,8,7,8,8,9,7,8,7,9,8,7,7,10,7,10,7,9,9,8,9,11,7,7,9,8,8,9,9,7,9,8,8,9,10,11,12,9,
2.2,9,9,7,8,10,8,9,9,7,10,10,9,12,8,11,7,9,9,9,9,8,9,10,9,8,7,9,8,9,12,7,9,7,7,9,10,8,8,11,7,9,7,9,8,6,7,10,9,7,8,9,8,8,10,9,9,8,10,8,8,7,7,10,8,10,9,10,9,7,10,9,8,9,8,7,11,13,10,10,8,11,8,6,8,9,8,8,7,7,7,8,7,8,8,8,10,9,10,8,8,
2.25,8,8,11,6,13,8,9,8,7,12,9,9,9,7,8,7,13,7,7,7,8,9,8,8,8,8,8,8,9,7,8,7,7,8,14,8,8,6,8,8,9,7,8,7,11,13,8,11,10,9,9,6,9,10,8,9,8,8,7,7,9,11,8,7,9,8,7,8,13,7,7,10,10,8,8,6,10,7,8,8,8,9,8,7,9,9,9,9,7,8,8,11,7,9,10,8,8,9,8,10,
2.3,10,7,9,10,8,9,9,9,9,9,7,8,7,12,9,13,9,7,7,7,10,8,7,10,9,13,9,8,12,7,9,7,8,8,8,8,10,6,10,8,7,8,12,9,9,10,7,14,8,8,8,8,8,11,9,7,7,7,9,11,11,8,10,8,8,7,10,8,9,7,9,7,8,9,9,6,7,11,10,8,7,7,7,8,10,8,8,9,11,9,10,7,8,8,9,8,8,9,7,7,
2.35,11,7,11,8,8,8,9,7,6,8,8,8,11,10,11,9,7,8,8,10,9,10,9,9,7,9,9,7,8,7,7,9,12,7,8,9,8,11,9,6,8,10,10,9,9,8,7,12,8,8,9,8,9,9,6,9,9,8,8,9,10,8,9,7,9,9,6,9,8,7,7,7,8,8,6,8,8,8,7,10,7,7,8,9,8,8,9,9,7,10,8,7,10,8,7,7,7,7,8,8,
2.4,7,9,8,7,10,8,10,10,8,10,13,10,7,8,7,9,11,7,7,11,10,12,6,9,7,9,9,9,8,12,9,7,7,9,7,12,6,6,8,9,8,9,8,10,9,9,7,9,8,6,7,11,7,11,7,9,7,7,8,7,6,8,7,8,9,9,11,12,13,8,7,9,7,7,7,10,9,8,7,11,8,7,7,7,10,10,8,9,10,8,7,12,6,8,7,11,7,9,6,8,
2.45,7,8,8,8,9,8,7,7,7,7,9,9,9,8,9,8,7,6,11,8,8,6,7,7,6,8,10,9,6,10,7,9,10,6,8,6,7,11,8,10,8,6,9,7,9,8,8,8,10,7,9,9,11,7,9,8,7,8,10,8,11,8,8,8,8,7,7,8,8,8,8,7,7,8,9,7,7,6,9,7,8,9,9,7,8,12,7,8,6,9,6,6,8,9,7,9,12,6,8,9,
2.5,6,10,6,8,9,6,8,10,8,7,7,10,7,11,8,8,6,8,7,8,7,6,8,7,7,8,7,7,7,8,9,10,8,8,9,7,9,6,7,7,6,10,7,9,7,8,11,7,8,7,7,7,9,8,7,8,9,11,9,8,11,8,7,7,6,13,8,7,8,8,11,9,7,7,8,9,7,7,8,7,8,12,7,7,8,9,8,12,7,8,10,7,7,7,9,7,9,11,7,10,
2.55,7,7,9,7,9,9,7,11,11,8,9,6,10,7,9,10,8,7,7,8,9,9,8,7,7,8,7,8,10,9,7,11,8,9,11,7,8,9,7,8,6,6,6,6,9,7,7,13,12,7,10,8,8,7,7,7,7,7,9,9,10,8,8,9,8,8,9,7,9,7,9,6,7,8,8,10,10,7,7,7,8,9,8,9,8,10,9,9,10,10,9,7,12,8,8,10,7,6,11,9,
2.6,8,8,9,8,7,7,8,8,9,9,10,11,8,7,10,8,10,7,8,7,8,9,7,9,10,6,9,7,8,8,9,7,9,6,9,10,8,9,12,7,9,6,7,7,11,11,7,9,9,8,10,7,8,7,8,7,7,9,9,7,7,8,8,9,11,8,10,9,8,6,7,8,7,7,7,7,9,6,11,9,8,7,8,8,11,9,7,7,6,8,6,7,7,7,9,8,8,8,8,7,
2.65,7,7,7,7,8,6,10,7,6,7,11,9,7,8,7,7,9,8,8,10,6,9,7,8,9,8,7,7,10,7,7,10,10,6,12,9,7,8,8,10,7,13,8,6,8,10,6,7,10,8,8,8,8,8,8,6,8,7,10,6,11,9,8,6,7,6,8,9,9,10,8,10,6,14,7,7,6,6,11,7,8,7,10,10,10,9,9,8,7,8,7,9,8,7,7,9,9,7,6,9,
2.7,8,7,6,8,7,10,8,6,8,7,7,7,6,9,9,10,7,8,10,9,8,7,8,7,8,9,10,7,11,8,6,7,10,7,8,10,6,8,8,9,8,7,11,11,9,8,7,8,9,6,8,10,7,8,7,12,9,6,8,10,10,8,10,6,8,7,8,10,9,8,7,9,6,10,9,7,8,6,8,10,5,8,8,7,8,9,8,8,8,7,7,8,10,10,8,9,6,7,10,7,
2.75,6,7,7,7,7,7,9,10,8,8,7,8,9,8,7,9,7,6,7,6,7,8,10,7,7,9,9,6,6,6,6,6,8,7,9,8,10,6,6,7,13,6,7,8,7,7,8,10,6,7,10,7,8,10,8,8,8,8,10,10,9,8,6,11,7,8,8,7,9,8,9,7,6,7,8,8,8,7,8,6,7,9,9,6,8,10,6,9,9,8,7,9,8,8,9,6,6,8,8,7,
2.8,8,8,6,6,8,7,6,6,8,10,9,7,7,8,7,6,8,8,7,10,7,8,8,8,8,6,7,7,7,10,6,8,7,10,8,6,9,7,7,8,7,11,9,7,6,6,7,7,6,9,7,8,6,10,8,6,10,7,7,6,6,9,9,8,8,9,9,11,6,7,6,8,8,6,9,7,7,8,8,9,8,9,8,7,6,6,10,6,6,6,8,8,8,7,8,12,6,10,6,8,
2.85,9,6,7,7,10,6,6,7,7,10,7,8,9,6,7,8,8,12,6,8,7,6,7,7,6,9,7,8,7,6,9,7,7,8,9,11,7,8,7,7,8,7,5,10,7,7,7,8,7,7,8,9,8,8,7,6,11,7,6,7,8,11,6,9,7,6,6,8,7,9,6,10,6,7,7,13,8,6,7,7,8,10,7,15,7,7,9,6,8,7,8,7,7,6,8,7,6,8,6,7,
2.9,7,7,7,7,6,7,6,7,8,6,6,7,6,7,7,6,6,8,8,6,10,8,7,8,6,7,9,7,7,7,10,6,8,7,7,10,8,7,7,8,6,8,7,7,8,6,8,7,10,6,7,7,7,7,7,7,6,9,8,6,8,8,8,10,7,10,6,9,6,9,6,8,7,8,10,7,9,7,7,6,7,6,9,6,8,6,8,6,7,9,11,8,8,11,9,9,6,8,8,8,
2.95,8,7,7,9,8,7,6,8,9,10,7,7,7,10,7,5,10,6,8,7,6,12,9,8,8,9,8,8,8,7,7,8,10,8,7,8,5,8,7,7,8,6,11,8,8,8,9,6,8,9,6,8,7,6,6,6,8,6,8,8,10,9,9,7,8,9,7,7,9,7,8,8,11,7,7,5,9,7,5,6,6,5,8,8,7,9,6,8,6,10,7,6,5,8,12,7,8,5,9,8,
3,7,6,7,8,10,6,7,8,9,9,5,8,7,8,7,8,6,6,5,8,7,6,6,7,7,6,7,7,8,6,7,8,6,7,7,6,8,6,6,6,7,8,6,8,9,10,6,8,7,7,8,6,9,6,6,7,11,6,8,8,6,6,7,7,7,5,8,6,10,9,8,7,8,7,8,9,6,7,7,8,8,6,8,8,6,8,7,8,6,8,6,11,6,11,10,7,5,7,8,8,
3.05,8,8,6,7,7,8,9,7,8,8,9,6,9,6,5,7,6,8,8,9,9,10,6,11,7,9,8,13,9,9,10,6,7,8,6,5,8,8,6,6,7,7,10,8,6,6,7,7,9,7,7,7,9,5,6,6,6,8,8,8,6,7,6,10,10,6,8,9,8,8,11,10,7,9,6,7,6,9,8,8,8,11,7,7,8,8,8,6,8,7,9,6,8,7,9,6,8,7,6,7,
3.1,7,8,6,8,9,5,6,8,6,8,7,7,7,10,6,6,9,8,7,6,6,7,6,11,7,6,9,7,7,8,8,8,6,7,7,7,8,7,9,7,10,7,7,8,6,7,7,9,7,7,7,7,9,5,8,5,9,8,6,8,7,7,6,6,6,5,6,7,11,8,7,6,9,7,8,8,9,6,6,7,7,8,6,8,6,6,8,7,8,6,5,9,7,8,6,6,8,6,10,7,
3.15,6,12,7,7,6,7,8,7,7,7,9,6,9,6,6,7,6,9,8,7,6,8,6,8,7,7,7,8,7,8,8,6,6,9,8,7,6,5,6,8,11,7,8,7,6,8,6,6,6,8,8,7,7,7,6,6,6,7,6,7,7,7,10,7,8,6,6,9,8,6,8,8,8,9,8,7,7,8,8,8,7,6,6,6,7,7,6,5,10,5,6,9,6,8,7,7,6,7,6,7,
3.2,6,7,8,6,6,5,6,9,9,8,10,10,9,9,6,7,5,10,6,6,8,6,7,6,8,5,8,9,7,7,7,8,6,9,7,7,8,8,6,7,8,9,7,6,7,6,6,8,6,8,9,7,6,8,6,6,7,7,7,6,8,5,6,8,5,7,7,7,8,6,6,8,8,5,7,6,6,7,11,10,6,7,7,10,6,7,6,7,8,8,11,8,8,6,6,9,9,8,9,7,
3.25,6,9,6,9,6,7,7,7,9,7,6,8,9,7,7,8,6,7,9,9,6,7,6,7,6,6,5,8,7,7,8,7,7,7,8,7,5,5,8,9,6,5,7,6,6,7,7,7,8,6,6,10,7,7,8,7,9,6,6,6,6,5,8,6,9,8,6,6,5,5,10,6,9,8,6,6,5,7,9,5,8,7,8,7,6,5,7,8,6,8,6,9,7,6,8,6,10,6,5,8,
3.3,5,6,9,7,7,8,6,5,5,7,8,6,8,6,6,6,5,6,9,7,10,6,7,9,9,7,7,9,7,6,8,5,6,11,8,6,5,6,8,5,7,8,6,8,5,7,7,6,6,6,10,7,8,8,10,6,6,9,6,8,6,8,6,5,8,6,6,8,6,7,9,7,5,6,6,5,6,7,7,6,7,8,6,6,6,8,6,5,7,7,6,5,8,6,7,11,7,6,7,9,
3.35,6,9,9,5,6,11,8,6,7,7,9,6,6,6,7,7,6,6,7,6,5,6,8,7,7,6,7,7,7,8,7,5,6,9,7,7,6,8,6,6,5,6,7,6,7,7,9,8,6,7,7,8,5,7,5,6,10,5,6,7,8,6,9,9,7,7,7,6,9,8,6,7,7,6,6,8,6,7,5,8,6,7,8,10,5,5,9,6,6,9,6,9,8,6,7,7,7,9,6,8,
3.4,7,7,6,7,6,7,7,7,5,12,9,5,6,6,6,7,7,8,9,7,6,6,5,6,8,7,7,5,6,6,6,8,8,9,6,6,5,7,6,6,8,9,7,5,6,7,7,6,7,8,9,7,6,8,6,6,8,7,9,8,6,6,5,5,12,6,7,5,7,9,8,7,5,7,8,9,7,6,6,7,8,6,6,7,6,8,8,5,7,10,8,9,7,6,7,5,8,8,6,7,
